gene_name,logFC,logCPM,PValue,significant,symbol,entrez_name,location,gene_type,comparison
ENSMUSG00000002222,-0.0615731995848053,6.90766822156256,0.563543966607468,0,RMND5A,required for meiotic nuclear division 5 homolog A,Nucleus,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021366,0.0629723534933459,6.87825823673113,0.56374493348748,0,HIVEP1,HIVEP zinc finger 1,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000034994,-0.0971005295711734,10.4240926323046,0.564367985021481,0,EEF2,eukaryotic translation elongation factor 2,Cytoplasm,translation regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000058672,0.13984456898138,6.31458317066802,0.564639138554608,0,TUBB2A,tubulin beta 2A class IIa,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000054408,-0.112963048898262,6.16958455536943,0.564797594393462,0,SPCS3,signal peptidase complex subunit 3,Cytoplasm,peptidase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000001729,-0.0674398474517049,7.14721457715399,0.564883223047962,0,AKT1,AKT serine/threonine kinase 1,Cytoplasm,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000033047,-0.105906784298136,6.24226292521502,0.564916329140581,0,EIF3L,eukaryotic translation initiation factor 3 subunit L,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000040407,-0.0877632274019498,7.93879919195207,0.565091400923594,0,Akap9,A kinase (PRKA) anchor protein (yotiao) 9,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000003746,-0.0936214814212588,6.45091029825059,0.565250796729991,0,MAN1A1,mannosidase alpha class 1A member 1,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000041408,-0.0843428850260585,7.43366613036018,0.565614633119504,0,WAPL,WAPL cohesin release factor,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000023055,-0.0869328280461071,6.70733519312149,0.565701436224856,0,CALCOCO1,calcium binding and coiled-coil domain 1,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000024104,-0.0628122795068374,6.6314116835557,0.565787546905465,0,WASHC2A/WASHC2C,WASH complex subunit 2A,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000060012,0.0664693901173443,6.99023095667686,0.565957747247901,0,KIF13B,kinesin family member 13B,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000041697,-0.129106620312512,6.32550211160555,0.566256697745777,0,COX6A1,cytochrome c oxidase subunit 6A1,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000044468,-0.186427692684986,6.10967124403335,0.566257768498255,0,TENT5C,terminal nucleotidyltransferase 5C,Extracellular Space,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000006567,-0.154035910822101,6.62082985599751,0.566853358008687,0,ATP7B,ATPase copper transporting beta,Cytoplasm,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000042323,-0.053548980051565,7.2218034091604,0.56694526903856,0,PBRM1,polybromo 1,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000042626,-0.0745139479676708,6.45942387670679,0.566998446604089,0,SHC1,SHC adaptor protein 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021036,-0.0767053637753098,7.52247146512136,0.567055009012779,0,SPTLC2,serine palmitoyltransferase long chain base subunit 2,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000035133,-0.0702479380864328,7.50050059658137,0.567165836282377,0,ARHGAP5,Rho GTPase activating protein 5,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021559,-0.0737765140240682,7.32039894759646,0.567301418580426,0,DAPK1,death associated protein kinase 1,Cytoplasm,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000025742,-0.117218680364222,6.03201706964177,0.567599317531083,0,PRPS2,phosphoribosyl pyrophosphate synthetase 2,Cytoplasm,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000079084,0.140613203075218,7.16431501721083,0.567658900724988,0,CCDC82,coiled-coil domain containing 82,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000024858,0.0798283549643896,6.67481774592356,0.567675245951424,0,GRK2,G protein-coupled receptor kinase 2,Cytoplasm,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000014355,0.053374972858424,7.4432386820235,0.568325180432333,0,ANAPC1,anaphase promoting complex subunit 1,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000020580,0.0807170310940716,8.07175087204982,0.568383051536882,0,ROCK2,Rho associated coiled-coil containing protein kinase 2,Cytoplasm,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000095041,0.175831792525177,8.1659629786401,0.568426085868086,0,AC149090.1, ,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029505,0.061748616575987,7.4306053908911,0.568493317738964,0,EP400,E1A binding protein p400,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000024940,0.0933212369707015,6.93792632264602,0.569011027168879,0,LTBP3,latent transforming growth factor beta binding protein 3,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027193,-0.0666324833177691,6.73126318331237,0.569134050996,0,API5,apoptosis inhibitor 5,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000025810,0.102962951216941,8.30646870599744,0.56918838084857,0,NRP1,neuropilin 1,Plasma Membrane,transmembrane receptor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000071076,0.133466986230309,6.80161476847089,0.569188567450646,0,JUND,JunD proto-oncogene, AP-1 transcription factor subunit,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000019943,0.0773774450762168,8.19519623105886,0.569537796878166,0,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,Plasma Membrane,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000052144,0.0630597733590953,6.68951970217887,0.569581519041766,0,PPP4R2,protein phosphatase 4 regulatory subunit 2,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000034168,0.116123915720298,6.36324821777034,0.569715028972316,0,IRF2BPL,interferon regulatory factor 2 binding protein like,Nucleus,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000044147,-0.0866570308224355,6.57332372403593,0.569781482825067,0,ARF6,ADP ribosylation factor 6,Plasma Membrane,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000052331,0.0630287313233645,7.35209818828872,0.570359517053284,0,ANKRD44,ankyrin repeat domain 44,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000101111,-0.196155930862297,11.3795331488961,0.570413132246351,0,Gm28437, ,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026832,0.1140205442964,6.67654998520075,0.570571051750041,0,CYTIP,cytohesin 1 interacting protein,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026478,0.0788191790415893,8.12445626226931,0.570594841454482,0,LAMC1,laminin subunit gamma 1,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026663,-0.0536027029510322,6.94671872634928,0.57078361743599,0,ATF6,activating transcription factor 6,Cytoplasm,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000022710,0.0485547698050702,7.25242579095005,0.571312217270649,0,USP7,ubiquitin specific peptidase 7,Nucleus,peptidase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000006304,-0.0744062938299343,7.28962133523269,0.571457510044136,0,ARPC2,actin related protein 2/3 complex subunit 2,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000079641,-0.127859309337644,6.59547132498141,0.571750531244064,0,RPL39,ribosomal protein L39,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000008668,-0.122027749530519,7.85273980482023,0.572164063438926,0,RPS18,ribosomal protein S18,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000020695,0.110398864809182,6.43017059685331,0.572820698921988,0,MRC2,mannose receptor C type 2,Plasma Membrane,transmembrane receptor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000045767,-0.0537061669566719,6.88503146450892,0.572912866044824,0,C5orf24,chromosome 5 open reading frame 24,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000089929,-0.228578217018373,5.33694955487522,0.572983204895905,0,BCL2A1,BCL2 related protein A1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026123,-0.0732612021942453,6.8604284394075,0.573040027666161,0,PLEKHB2,pleckstrin homology domain containing B2,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038894,0.113765658172145,6.28476002312288,0.573570874747207,0,IRS2,insulin receptor substrate 2,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027309,-0.0727157887212942,6.61988845281486,0.573718172362741,0,C20orf194,chromosome 20 open reading frame 194,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000006998,-0.0798779045725345,7.32106263323539,0.573943310503907,0,PSMD2,proteasome 26S subunit, non-ATPase 2,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000052273,-0.199079374857116,7.01304783576645,0.574061481225148,0,DNAH3,dynein axonemal heavy chain 3,Extracellular Space,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000037110,-0.0733024568810667,7.83028842401746,0.574898275554576,0,RALGAPA2,Ral GTPase activating protein catalytic subunit alpha 2,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027360,-0.147117223219896,6.58258629942123,0.575128486019558,0,HDC,histidine decarboxylase,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000053094,-0.0766344092353474,6.41883432445513,0.575214418769128,0,TMEM248,transmembrane protein 248,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029104,0.0613270113595379,7.1198366320687,0.575460580448843,0,HTT,huntingtin,Cytoplasm,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000015950,-0.170966317755984,6.61117272422479,0.575527958217606,0,NCF1,neutrophil cytosolic factor 1,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038178,-0.0713698910774185,7.25875537598383,0.575592636287599,0,SLC43A2,solute carrier family 43 member 2,Plasma Membrane,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038056,0.0789738961001232,8.09941928240974,0.575903695040442,0,KMT2C,lysine methyltransferase 2C,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000063870,-0.0772799237610281,8.32039068683391,0.577422499247772,0,CHD4,chromodomain helicase DNA binding protein 4,Nucleus,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038235,-0.0573130618443108,7.1658539428863,0.577770920679358,0,F11R,F11 receptor,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027479,-0.057390588673476,6.98627251333559,0.577781705550722,0,MAPRE1,microtubule associated protein RP/EB family member 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000019428,-0.0702724037327236,7.18871980372281,0.577823487293516,0,FKBP8,FKBP prolyl isomerase 8,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021134,-0.0974267664469077,8.21719250211053,0.577848225827338,0,Srsf5,serine and arginine-rich splicing factor 5,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000004364,-0.0594735521956136,6.82668214741611,0.57789265881103,0,CUL3,cullin 3,Nucleus,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029313,0.0696016417931499,7.76396312887791,0.578366913889645,0,AFF1,AF4/FMR2 family member 1,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000034120,0.0777231643061204,6.87557630058991,0.578425301751529,0,SRSF2,serine and arginine rich splicing factor 2,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000047888,0.0789655399221631,7.73383625424856,0.578437240343527,0,TNRC6B,trinucleotide repeat containing adaptor 6B,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038521,-0.0865329847087042,7.27307930994145,0.578802841413307,0,C1S,complement C1s,Extracellular Space,peptidase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038437,0.0646700298393557,7.54322893991583,0.578917731395558,0,MLLT6,MLLT6, PHD finger containing,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027828,-0.0749373039860175,7.84319454325242,0.578936651719323,0,SSR3,signal sequence receptor subunit 3,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000030007,-0.0802210727390829,6.94887427933988,0.579232305677574,0,CCT7,chaperonin containing TCP1 subunit 7,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027858,-0.0913183324505601,7.1944271640437,0.579456630041989,0,TSPAN2,tetraspanin 2,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029207,0.0741082575099077,6.59214829576174,0.579717075329808,0,APBB2,amyloid beta precursor protein binding family B member 2,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000000982,0.38108192290453,5.83883505302691,0.580530121053761,0,CCL3L3,C-C motif chemokine ligand 3 like 3,Extracellular Space,cytokine,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000041144,-0.220832664329437,5.58796610721938,0.58054340640793,0,DNAH7,dynein axonemal heavy chain 7,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000006299,-0.0757151321828763,6.56416437632934,0.58129618202181,0,AAMP,angio associated migratory cell protein,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029686,-0.0683492090286219,6.63772514050778,0.581648188458972,0,CUL1,cullin 1,Nucleus,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000037405,-0.149358388676207,9.47722206152396,0.58180212031743,0,ICAM1,intercellular adhesion molecule 1,Plasma Membrane,transmembrane receptor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000042520,0.0702116646608143,7.06959701380657,0.582347240680147,0,Ubap2l,ubiquitin-associated protein 2-like,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000001946,0.107380140487859,7.07155967037162,0.582353087521281,0,ESAM,endothelial cell adhesion molecule,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000073702,-0.119077989477501,7.39904894816926,0.582775506471317,0,RPL31,ribosomal protein L31,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000058135,-0.103637844593664,7.68631771611663,0.582938934202735,0,GSTM5,glutathione S-transferase mu 5,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021279,0.0663829363337356,7.65457408493491,0.583034085286251,0,CDC42BPB,CDC42 binding protein kinase beta,Cytoplasm,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029335,0.118452089051248,6.4331320098402,0.583084351108234,0,BMP3,bone morphogenetic protein 3,Extracellular Space,growth factor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000032238,-0.0708866056794051,6.77788332474973,0.583159085954986,0,RORA,RAR related orphan receptor A,Nucleus,ligand-dependent nuclear receptor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027423,-0.104135338469441,6.19752598815435,0.583246449894834,0,SNX5,sorting nexin 5,Cytoplasm,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000031652,0.0998236022388018,6.64979290199875,0.583327081045922,0,N4BP1,NEDD4 binding protein 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000007815,-0.0780914584231988,8.48895789658821,0.58342065390494,0,RHOA,ras homolog family member A,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021540,-0.0683185135138173,6.92318343261538,0.583786436287807,0,SMAD5,SMAD family member 5,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029577,-0.0653240153354712,6.69575537081727,0.583813696537779,0,UBE3B,ubiquitin protein ligase E3B,Extracellular Space,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000073418,-0.119347525312092,8.4403041538933,0.583888285399899,0,C4A/C4B,complement C4A (Rodgers blood group),Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000004980,0.0934314225205065,8.07361412802928,0.584245870620289,0,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000032035,0.0827330398434756,7.84152840552809,0.584256103854873,0,ETS1,ETS proto-oncogene 1, transcription factor,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000033379,-0.110491057855016,6.39680200384723,0.584857074003633,0,ATP6V0B,ATPase H+ transporting V0 subunit b,Cytoplasm,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000039191,-0.0894012825985289,6.70620567349944,0.584895778918148,0,RBPJ,recombination signal binding protein for immunoglobulin kappa J region,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026303,-0.321652579242445,6.03447333174309,0.584948835991566,0,MLPH,melanophilin,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000063382,0.119816009118496,6.45294628626393,0.585268087303944,0,BCL9L,BCL9 like,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000058818,-0.184977151742098,5.83269094686983,0.585304787103606,0,LILRB3,leukocyte immunoglobulin like receptor B3,Plasma Membrane,transmembrane receptor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027247,-0.0609489134026019,6.71813873962277,0.585330607333469,0,ARHGAP1,Rho GTPase activating protein 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000024360,-0.0687896406673771,6.94029936423125,0.585577525934239,0,ETF1,eukaryotic translation termination factor 1,Cytoplasm,translation regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000041638,0.0656775502179818,7.06059542652654,0.586003284971672,0,GCN1,GCN1 activator of EIF2AK4,Cytoplasm,translation regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000035726,-0.0586060100918732,6.72683839417342,0.586825873091504,0,SUPT16H,SPT16 homolog, facilitates chromatin remodeling subunit,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000053929,-0.0753222577924844,6.38300562034336,0.587103976855013,0,CYHR1,cysteine and histidine rich 1,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000056201,-0.0940341637092898,8.25756496807796,0.587159507675526,0,CFL1,cofilin 1,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000019590,-0.102664344403359,6.62146373470022,0.587251514199098,0,CYB561,cytochrome b561,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000040865,0.0618776572565812,7.18026148344457,0.58735693632148,0,INO80D,INO80 complex subunit D,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000032434,-0.0666809836217179,6.93579253315457,0.588007134517624,0,CMTM6,CKLF like MARVEL transmembrane domain containing 6,Extracellular Space,cytokine,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
